binStart,binEnd,binCenter,count,mean_abs,std_abs,rms
0,39.3817645335729,19.6908822667864,3,9.55215605380434e-09,3.32682002515945e-09,9.93086969652871e-09
39.3817645335729,78.7635290671457,59.0726468003593,6,5.95539019641932e-08,9.46207473591009e-09,6.01770412013643e-08
78.7635290671457,118.145293600719,98.4544113339322,12,5.71354203645585e-08,2.82194563970873e-08,6.32015229481826e-08
118.145293600719,157.527058134291,137.836175867505,6,5.82146918178723e-08,1.16357605106217e-08,5.91758068160767e-08
157.527058134291,196.908822667864,177.217940401078,3,3.86277603020735e-08,1.21329119650936e-08,3.98778413966485e-08
196.908822667864,236.290587201437,216.599704934651,3,1.21956869420282e-07,1.26004496779061e-08,1.22390054961665e-07
