binStart,binEnd,binCenter,count,mean_abs,std_abs,rms
0,39.3817645335729,19.6908822667864,0,NaN,NaN,NaN
39.3817645335729,78.7635290671457,59.0726468003593,9,1.86456650760064e-08,1.43103827400235e-09,1.86944150883885e-08
78.7635290671457,118.145293600719,98.4544113339322,15,5.63722751772094e-08,5.18321937753503e-08,7.54009590972341e-08
118.145293600719,157.527058134291,137.836175867505,6,4.73883844866639e-08,3.34262015088203e-08,5.63626777251232e-08
157.527058134291,196.908822667864,177.217940401078,9,5.33909042826205e-08,6.64781149445452e-08,8.23340189402525e-08
196.908822667864,236.290587201437,216.599704934651,3,1.18568910369092e-07,3.32510322891717e-08,1.21637469302476e-07
