binStart,binEnd,binCenter,count,mean_abs,std_abs,rms
0,39.3817645335729,19.6908822667864,4,2.80875078091065e-08,7.99398672973886e-09,2.89281171665743e-08
39.3817645335729,78.7635290671457,59.0726468003593,8,7.37918327239975e-08,6.82528242153547e-08,9.75775414143389e-08
78.7635290671457,118.145293600719,98.4544113339322,6,3.28015423009155e-08,8.05303136842081e-09,3.36152337366467e-08
118.145293600719,157.527058134291,137.836175867505,2,4.77222826326619e-08,1.13444500727542e-08,4.83917816720801e-08
157.527058134291,196.908822667864,177.217940401078,0,NaN,NaN,NaN
196.908822667864,236.290587201437,216.599704934651,0,NaN,NaN,NaN
